12,7000,4,7001,4
12,7000,6,7001,6
12,7000,12,7001,12
12,7000,15,7001,15
12,7000,42,7001,42
12,7000,53,7001,53
12,7000,83,7001,83
12,7000,85,7001,85
12,7000,95,7001,95
