7,7000,1,7001,1
7,7000,6,7001,6
7,7000,11,7001,11
7,7000,16,7001,16
7,7000,25,7001,25
7,7000,41,7001,41
7,7000,50,7001,50
7,7000,52,7001,52
7,7000,59,7001,59
7,7000,60,7001,60
7,7000,69,7001,69
