N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
67	0.5	KOUQ	2.81586	1.3349	0.00249004	0.157803	0.0045097	0
68	0.5	KOUQ	2.81703	1.3355	0.00245333	0.157791	0.00451324	0
69	0.5	KOUQ	2.81655	1.33525	0.00241168	0.15739	0.00449928	0
70	0.5	KOUQ	2.82559	1.33984	0.00237865	0.15731	0.00459286	0
71	0.5	KOUQ	2.82448	1.33928	0.00235299	0.157651	0.00469859	0
72	0.5	KOUQ	2.81886	1.33643	0.00231269	0.15721	0.00464375	0
73	0.5	KOUQ	2.82746	1.34078	0.00228035	0.157329	0.00455959	0
74	0.5	KOUQ	2.81849	1.33624	0.00225632	0.157726	0.00461486	0
75	0.5	KOUQ	2.81634	1.33514	0.00222359	0.157596	0.00457867	0
76	0.5	KOUQ	2.82332	1.33869	0.00219669	0.157829	0.00455592	0
77	0.5	KOUQ	2.81291	1.33338	0.00216047	0.157386	0.00447468	0
78	0.5	KOUQ	2.82116	1.3376	0.00214091	0.157924	0.00452692	0
79	0.5	KOUQ	2.8215	1.33777	0.00211109	0.157418	0.00467278	0
80	0.5	KOUQ	2.82114	1.33759	0.00208948	0.157921	0.00461125	0
81	0.5	KOUQ	2.82468	1.33938	0.00206161	0.157763	0.00460988	0
82	0.5	KOUQ	2.82207	1.33806	0.00202847	0.157233	0.00454451	0
83	0.5	KOUQ	2.812	1.33291	0.00200393	0.157295	0.00450843	0
84	0.5	KOUQ	2.81361	1.33374	0.00198099	0.157345	0.00452024	0
85	0.5	KOUQ	2.82324	1.33865	0.00196419	0.157852	0.00454471	0
86	0.5	KOUQ	2.81603	1.33498	0.0019368	0.15734	0.00460698	0
87	0.5	KOUQ	2.81751	1.33574	0.00190857	0.156806	0.00461207	0
88	0.5	KOUQ	2.8177	1.33584	0.00189628	0.157692	0.00458466	0
89	0.5	KOUQ	2.81949	1.33675	0.00187978	0.15797	0.00465562	0
90	0.5	KOUQ	2.81193	1.33288	0.00184611	0.15723	0.00445611	0
91	0.5	KOUQ	2.82225	1.33815	0.00182854	0.157359	0.00451099	0
92	0.5	KOUQ	2.82135	1.3377	0.00180903	0.157403	0.00450652	0
93	0.5	KOUQ	2.8206	1.33732	0.00179304	0.15767	0.00453441	0
94	0.5	KOUQ	2.82677	1.34044	0.00177638	0.157561	0.0047	0
95	0.5	KOUQ	2.81913	1.33657	0.00175101	0.157099	0.00461526	0
96	0.5	KOUQ	2.81331	1.33359	0.00173378	0.157351	0.0045401	0
97	0.5	KOUQ	2.81419	1.33404	0.00171705	0.157433	0.00455361	0
98	0.5	KOUQ	2.81942	1.33672	0.00170075	0.157465	0.00459592	0
99	0.5	KOUQ	2.82157	1.33781	0.00168799	0.157909	0.00459343	0
100	0.5	KOUQ	2.82482	1.33945	0.00167182	0.158006	0.004581	0
