N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
71	0.25	KOUQ	2.47831	1.2327	0.00117596	0.0834803	4.92958e-06	0
72	0.25	KOUQ	2.48658	1.2406	0.00115575	0.0832	6.25e-06	0
73	0.25	KOUQ	2.49101	1.24869	0.00114258	0.0833959	4.10959e-06	0
74	0.25	KOUQ	2.49211	1.25184	0.00112469	0.0832135	4.72973e-06	0
75	0.25	KOUQ	2.48581	1.25124	0.00111019	0.0832587	2.66667e-06	0
76	0.25	KOUQ	2.50071	1.27411	0.00109446	0.0831632	7.23684e-06	0
77	0.25	KOUQ	2.49715	1.26287	0.00108529	0.0835571	3.24675e-06	0
78	0.25	KOUQ	2.48797	1.25287	0.00106958	0.0834141	5.12821e-06	0
79	0.25	KOUQ	2.48992	1.25404	0.00105158	0.083062	4.43038e-06	0
80	0.25	KOUQ	2.47765	1.22984	0.00103295	0.0826237	4.375e-06	0
81	0.25	KOUQ	2.48367	1.24638	0.00102609	0.0831	4.93827e-06	0
82	0.25	KOUQ	2.49561	1.25573	0.00102344	0.0839024	5.4878e-06	0
83	0.25	KOUQ	2.49662	1.26348	0.00100116	0.0830867	4.21687e-06	0
84	0.25	KOUQ	2.48423	1.24354	0.000995833	0.0836452	2.38095e-06	0
85	0.25	KOUQ	2.50537	1.28805	0.000985176	0.0837224	7.64706e-06	0
86	0.25	KOUQ	2.49675	1.26987	0.000968875	0.083307	6.39535e-06	0
87	0.25	KOUQ	2.49285	1.26228	0.000959612	0.0834621	8.04598e-06	0
88	0.25	KOUQ	2.49044	1.2472	0.000950039	0.0835932	3.40909e-06	0
89	0.25	KOUQ	2.49874	1.26359	0.000933455	0.0830573	1.01124e-05	3.37112e-06
90	0.25	KOUQ	2.49299	1.25624	0.000929358	0.0836333	2.77778e-06	0
91	0.25	KOUQ	2.48765	1.25502	0.000915143	0.083267	3.84615e-06	0
92	0.25	KOUQ	2.49251	1.25933	0.000906675	0.0834033	3.26087e-06	0
93	0.25	KOUQ	2.49224	1.26638	0.000893467	0.0830699	8.60215e-06	0
94	0.25	KOUQ	2.49309	1.26462	0.000885367	0.0832096	4.25532e-06	0
95	0.25	KOUQ	2.49679	1.2702	0.000876576	0.0832526	9.47368e-06	0
96	0.25	KOUQ	2.4874	1.24755	0.000867958	0.0833062	6.77083e-06	0
97	0.25	KOUQ	2.50554	1.27898	0.000856223	0.0830423	4.12371e-06	0
98	0.25	KOUQ	2.48874	1.24189	0.000848199	0.0831102	4.59184e-06	0
99	0.25	KOUQ	2.49166	1.25856	0.000840067	0.0831505	5.55556e-06	0
100	0.25	KOUQ	2.48535	1.24496	0.00083223	0.083216	1.5e-06	0
