N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
77	1	KOUQ	6.67244	3.30224	0.00432592	0.295381	0.018887	0.000502648
78	1	KOUQ	6.66039	3.30483	0.00427048	0.295235	0.0189673	0.000534669
79	1	KOUQ	6.67824	3.30226	0.0042166	0.295225	0.0189741	0.000512709
80	1	KOUQ	6.65464	3.31285	0.00416391	0.295164	0.0190013	0.000472547
81	1	KOUQ	6.67118	3.3045	0.00411216	0.29503	0.0190648	0.000540795
82	1	KOUQ	6.6676	3.30961	0.00406212	0.295355	0.0189037	0.000545176
83	1	KOUQ	6.67405	3.3085	0.00401347	0.295248	0.0189512	0.000480771
84	1	KOUQ	6.68614	3.31208	0.00396552	0.294979	0.0190911	0.000510765
85	1	KOUQ	6.67991	3.29835	0.00391903	0.295414	0.0188735	0.000483578
86	1	KOUQ	6.66171	3.30726	0.00387332	0.295357	0.0189058	0.000481443
87	1	KOUQ	6.66293	3.30774	0.00382842	0.295361	0.0189046	0.000579368
88	1	KOUQ	6.68938	3.30489	0.00378534	0.295384	0.0188903	0.000487549
89	1	KOUQ	6.66648	3.31629	0.00374236	0.294929	0.0191213	0.000586576
90	1	KOUQ	6.66805	3.30779	0.003701	0.295293	0.0189361	0.000540054
91	1	KOUQ	6.67669	3.30792	0.00365999	0.294979	0.0190929	0.000642921
92	1	KOUQ	6.67326	3.30322	0.00362046	0.295213	0.0189745	0.000567448
93	1	KOUQ	6.67524	3.306	0.00358165	0.295137	0.0190124	0.000564573
94	1	KOUQ	6.66231	3.30657	0.00354385	0.295286	0.0189378	0.000462812
95	1	KOUQ	6.66959	3.31222	0.00350622	0.295143	0.0190137	0.000543212
96	1	KOUQ	6.67076	3.31409	0.00346985	0.294693	0.0192339	0.000490674
97	1	KOUQ	6.6725	3.3081	0.00343411	0.294971	0.0190928	0.000507267
98	1	KOUQ	6.66946	3.30917	0.00339872	0.295179	0.0189908	0.000572506
99	1	KOUQ	6.67661	3.30521	0.0033649	0.295571	0.018797	0.000466713
100	1	KOUQ	6.65861	3.31309	0.00333106	0.295183	0.01899	0.000522052
