N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
62	0.5	KOUQ	2.81699	1.33548	0.00268587	0.157394	0.0045629	1.45176e-05
63	0.5	KOUQ	2.81411	1.334	0.00265057	0.157783	0.00459762	1.42871e-05
64	0.5	KOUQ	2.81844	1.33621	0.00260569	0.157675	0.00453828	4.68797e-06
65	0.5	KOUQ	2.82217	1.33811	0.0025715	0.158042	0.00455	2.30792e-05
66	0.5	KOUQ	2.81507	1.33449	0.00251926	0.15717	0.00454621	1.81836e-05
67	0.5	KOUQ	2.81475	1.33433	0.0024906	0.157799	0.00452761	1.34342e-05
68	0.5	KOUQ	2.81609	1.33501	0.00245082	0.157596	0.00452647	8.82441e-06
69	0.5	KOUQ	2.81615	1.33505	0.00241325	0.157568	0.00446739	1.30448e-05
70	0.5	KOUQ	2.82253	1.3383	0.00237563	0.157254	0.00451571	1.28584e-05
71	0.5	KOUQ	2.82521	1.33965	0.00235245	0.157608	0.00470352	1.26773e-05
72	0.5	KOUQ	2.81736	1.33567	0.00231167	0.157224	0.00460278	8.33417e-06
73	0.5	KOUQ	2.82139	1.33772	0.00228035	0.157337	0.00456301	2.055e-05
74	0.5	KOUQ	2.82069	1.33736	0.00225758	0.157823	0.00461486	8.10892e-06
75	0.5	KOUQ	2.81428	1.33409	0.00222427	0.157636	0.004586	8.0008e-06
76	0.5	KOUQ	2.82011	1.33707	0.00219901	0.158009	0.00455263	7.89553e-06
77	0.5	KOUQ	2.81036	1.33207	0.00216146	0.157452	0.00448636	1.5586e-05
78	0.5	KOUQ	2.81851	1.33625	0.0021403	0.157805	0.0045641	1.15396e-05
79	0.5	KOUQ	2.82306	1.33856	0.0021133	0.157719	0.00460823	1.89892e-05
80	0.5	KOUQ	2.82257	1.33831	0.00208939	0.157906	0.0046175	1.50015e-05
81	0.5	KOUQ	2.82681	1.34045	0.00206318	0.157863	0.00461852	0
82	0.5	KOUQ	2.82402	1.33905	0.0020314	0.157398	0.00457988	0
83	0.5	KOUQ	2.81494	1.33442	0.00200395	0.157301	0.00451145	1.80741e-05
84	0.5	KOUQ	2.81696	1.33546	0.00198192	0.157377	0.00454821	1.07154e-05
85	0.5	KOUQ	2.82309	1.33858	0.00196386	0.157867	0.00453	1.76488e-05
86	0.5	KOUQ	2.8164	1.33517	0.00193468	0.157224	0.00457616	1.74436e-05
87	0.5	KOUQ	2.81751	1.33574	0.00190992	0.156948	0.0046023	1.37945e-05
88	0.5	KOUQ	2.81785	1.33592	0.00189633	0.157701	0.00458409	1.02283e-05
89	0.5	KOUQ	2.82092	1.33748	0.00187916	0.157962	0.00463876	2.35979e-05
90	0.5	KOUQ	2.8118	1.33281	0.00184468	0.157136	0.00443889	1.0001e-05
91	0.5	KOUQ	2.82697	1.34053	0.0018292	0.157315	0.00456703	1.31881e-05
92	0.5	KOUQ	2.822	1.33803	0.00180709	0.157339	0.00444946	6.52239e-06
93	0.5	KOUQ	2.82348	1.33877	0.00179378	0.157695	0.00456022	6.45226e-06
94	0.5	KOUQ	2.82603	1.34006	0.00177548	0.157489	0.00469734	1.27672e-05
95	0.5	KOUQ	2.82188	1.33796	0.00175122	0.157154	0.00460211	9.47463e-06
96	0.5	KOUQ	2.81536	1.33464	0.0017355	0.157511	0.00454375	2.18772e-05
97	0.5	KOUQ	2.81374	1.33381	0.00171664	0.157388	0.00455979	1.54655e-05
98	0.5	KOUQ	2.81777	1.33587	0.00170306	0.15775	0.00457143	6.12306e-06
99	0.5	KOUQ	2.81994	1.33698	0.00168682	0.157801	0.00459293	9.09182e-06
100	0.5	KOUQ	2.82319	1.33863	0.00166978	0.157798	0.004589	1.50015e-05
