
0.000e+00	56
2.093e-02	52
2.093e-02	588
4.651e-02	588
4.651e-02	588
7.638e-02	588
7.638e-02	588
7.638e-02	588
1.063e-01	588
1.063e-01	588
1.063e-01	588
1.314e-01	588
1.314e-01	588
1.314e-01	588
1.408e-01	588
1.408e-01	588
1.408e-01	588
1.613e-01	588
1.613e-01	588
1.613e-01	588
1.707e-01	588
1.707e-01	588
1.707e-01	588
1.802e-01	588
1.802e-01	588
1.802e-01	588
1.912e-01	588
1.912e-01	588
1.912e-01	588
2.006e-01	588
2.006e-01	588
2.006e-01	588
2.100e-01	588
2.100e-01	588
2.100e-01	588
2.137e-01	540
2.195e-01	588
2.195e-01	588
2.195e-01	588
2.273e-01	540
2.289e-01	588
2.289e-01	588
2.289e-01	588
2.384e-01	588
2.384e-01	588
2.384e-01	588
2.410e-01	540
2.521e-01	588
2.521e-01	588
2.521e-01	588
2.546e-01	540
2.659e-01	588
2.659e-01	588
2.659e-01	588
2.683e-01	540
2.797e-01	588
2.797e-01	588
2.797e-01	588
2.819e-01	540
2.935e-01	588
2.935e-01	588
2.935e-01	588
2.956e-01	540
3.072e-01	588
3.072e-01	588
3.072e-01	588
3.092e-01	540
3.210e-01	588
3.210e-01	588
3.210e-01	588
3.229e-01	540
3.348e-01	588
3.348e-01	588
3.348e-01	588
3.365e-01	540
3.439e-01	588
3.486e-01	588
3.502e-01	540
3.638e-01	540
3.775e-01	540
3.911e-01	540
4.048e-01	540
4.137e-01	540
4.185e-01	540
4.273e-01	540
4.313e-01	588
4.321e-01	540
4.404e-01	588
4.410e-01	540
4.458e-01	540
4.538e-01	588
4.546e-01	540
4.594e-01	540
4.672e-01	588
4.672e-01	588
4.683e-01	540
4.719e-01	588
4.731e-01	540
4.819e-01	540
4.867e-01	540
4.940e-01	588
4.956e-01	540
4.988e-01	588
5.004e-01	540
5.092e-01	540
5.140e-01	540
5.208e-01	588
5.208e-01	588
5.229e-01	540
5.255e-01	588
5.255e-01	588
5.277e-01	540
5.302e-01	588
5.365e-01	540
5.413e-01	540
5.502e-01	540
5.522e-01	588
5.522e-01	588
5.550e-01	540
5.570e-01	588
5.638e-01	540
5.660e-01	588
5.686e-01	540
5.775e-01	540
5.823e-01	540
5.911e-01	540
5.925e-01	588
5.925e-01	588
5.959e-01	540
6.048e-01	540
6.096e-01	540
6.137e-01	540
6.185e-01	540
6.193e-01	588
6.233e-01	540
6.239e-01	588
6.273e-01	540
6.321e-01	540
6.330e-01	588
6.330e-01	588
6.369e-01	540
6.410e-01	540
6.458e-01	540
6.506e-01	540
6.546e-01	540
6.594e-01	540
6.642e-01	588
6.642e-01	540
6.683e-01	540
6.731e-01	540
6.779e-01	540
6.819e-01	540
6.867e-01	540
6.915e-01	540
6.956e-01	540
7.004e-01	540
7.052e-01	540
7.083e-01	588
7.092e-01	540
7.140e-01	540
7.188e-01	540
7.229e-01	540
7.277e-01	540
7.325e-01	540
7.365e-01	540
7.413e-01	540
7.461e-01	540
7.502e-01	540
7.550e-01	540
7.568e-01	588
7.598e-01	540
7.638e-01	540
7.686e-01	540
7.734e-01	540
7.775e-01	540
7.823e-01	540
7.871e-01	540
7.911e-01	540
7.959e-01	540
8.007e-01	540
8.048e-01	540
8.052e-01	588
8.052e-01	588
8.096e-01	540
8.137e-01	540
8.144e-01	540
8.147e-01	588
8.147e-01	588
8.185e-01	540
8.233e-01	540
8.273e-01	540
8.281e-01	540
8.321e-01	540
8.369e-01	540
8.410e-01	540
8.417e-01	540
8.458e-01	540
8.506e-01	540
8.540e-01	588
8.540e-01	588
8.546e-01	540
8.554e-01	540
8.587e-01	588
8.594e-01	540
8.642e-01	540
8.683e-01	540
8.690e-01	540
8.731e-01	540
8.779e-01	540
8.819e-01	540
8.827e-01	540
8.867e-01	540
8.915e-01	540
8.956e-01	540
8.963e-01	540
9.004e-01	540
9.052e-01	540
9.092e-01	540
9.100e-01	540
9.115e-01	588
9.115e-01	588
9.140e-01	540
9.188e-01	540
9.229e-01	540
9.236e-01	540
9.277e-01	540
9.325e-01	540
9.365e-01	540
9.373e-01	540
9.413e-01	540
9.461e-01	540
9.502e-01	540
9.509e-01	540
9.550e-01	540
9.598e-01	540
9.638e-01	540
9.646e-01	540
9.686e-01	540
9.729e-01	588
9.734e-01	540
9.775e-01	540
9.777e-01	588
9.782e-01	540
9.823e-01	540
9.871e-01	540
9.911e-01	540
9.919e-01	540
9.959e-01	540
1.001e+00	540
1.005e+00	540
1.006e+00	540
1.010e+00	540
1.014e+00	540
1.014e+00	540
1.018e+00	540
1.019e+00	540
1.023e+00	540
1.027e+00	540
1.028e+00	540
1.032e+00	540
1.033e+00	540
1.034e+00	588
1.037e+00	540
1.041e+00	540
1.042e+00	540
1.046e+00	540
1.047e+00	540
1.048e+00	588
1.048e+00	588
1.051e+00	540
1.055e+00	540
1.055e+00	540
1.059e+00	540
1.060e+00	540
1.064e+00	540
1.068e+00	540
1.069e+00	540
1.073e+00	540
1.074e+00	540
1.078e+00	540
1.082e+00	540
1.083e+00	540
1.087e+00	540
1.087e+00	540
1.092e+00	540
1.096e+00	540
1.096e+00	540
1.100e+00	540
1.101e+00	540
1.105e+00	540
1.109e+00	540
1.110e+00	588
1.110e+00	588
1.110e+00	588
1.110e+00	540
1.114e+00	540
1.115e+00	540
1.119e+00	540
1.123e+00	540
1.124e+00	540
1.128e+00	540
1.128e+00	540
1.132e+00	540
1.137e+00	540
1.137e+00	540
1.141e+00	540
1.142e+00	540
1.146e+00	540
1.150e+00	540
1.151e+00	540
1.155e+00	540
1.156e+00	540
1.160e+00	540
1.164e+00	540
1.165e+00	540
1.169e+00	540
1.169e+00	540
1.173e+00	540
1.175e+00	588
1.175e+00	588
1.177e+00	540
1.178e+00	540
1.182e+00	540
1.183e+00	540
1.187e+00	540
1.191e+00	540
1.192e+00	540
1.196e+00	540
1.197e+00	540
1.205e+00	540
1.206e+00	540
1.210e+00	540
1.210e+00	540
1.218e+00	540
1.219e+00	540
1.223e+00	540
1.224e+00	540
1.232e+00	540
1.233e+00	540
1.237e+00	540
1.238e+00	540
1.246e+00	540
1.247e+00	540
1.250e+00	588
1.250e+00	588
1.251e+00	540
1.251e+00	540
1.259e+00	588
1.259e+00	588
1.259e+00	588
1.259e+00	540
1.260e+00	540
1.264e+00	540
1.265e+00	540
1.273e+00	540
1.274e+00	540
1.278e+00	540
1.279e+00	540
1.287e+00	540
1.287e+00	540
1.292e+00	540
1.292e+00	540
1.300e+00	540
1.301e+00	540
1.305e+00	540
1.306e+00	540
1.314e+00	540
1.315e+00	540
1.319e+00	540
1.320e+00	540
1.328e+00	540
1.328e+00	540
1.332e+00	540
1.333e+00	540
1.334e+00	588
1.334e+00	588
1.341e+00	540
1.342e+00	540
1.346e+00	540
1.347e+00	540
1.355e+00	540
1.356e+00	540
1.360e+00	540
1.361e+00	540
1.369e+00	540
1.369e+00	540
1.373e+00	540
1.374e+00	540
1.382e+00	540
1.383e+00	540
1.387e+00	540
1.388e+00	540
1.396e+00	540
1.397e+00	540
1.401e+00	540
1.404e+00	588
1.404e+00	588
1.410e+00	540
1.410e+00	540
1.415e+00	540
1.423e+00	540
1.424e+00	540
1.429e+00	540
1.437e+00	540
1.438e+00	540
1.442e+00	540
1.451e+00	540
1.451e+00	540
1.456e+00	540
1.461e+00	588
1.461e+00	588
1.461e+00	588
1.464e+00	540
1.465e+00	540
1.466e+00	588
1.470e+00	540
1.478e+00	540
1.479e+00	540
1.483e+00	540
1.492e+00	540
1.492e+00	540
1.497e+00	540
1.505e+00	540
1.506e+00	540
1.511e+00	540
1.519e+00	540
1.520e+00	540
1.523e+00	588
1.524e+00	540
1.532e+00	540
1.533e+00	540
1.538e+00	540
1.546e+00	540
1.547e+00	540
1.552e+00	540
1.560e+00	540
1.561e+00	540
1.565e+00	540
1.573e+00	540
1.574e+00	540
1.579e+00	540
1.587e+00	540
1.588e+00	540
1.593e+00	540
1.601e+00	540
1.606e+00	540
1.615e+00	540
1.620e+00	540
1.629e+00	540
1.634e+00	540
1.637e+00	588
1.642e+00	588
1.642e+00	540
1.647e+00	540
1.656e+00	540
1.661e+00	540
1.670e+00	540
1.673e+00	588
1.673e+00	588
1.673e+00	588
1.675e+00	540
1.683e+00	540
1.688e+00	540
1.697e+00	540
1.702e+00	540
1.711e+00	540
1.716e+00	540
1.724e+00	540
